Protein,Protein ID,Entry Name,Gene,Protein Length,Organism,Protein Existence,Description,Protein Probability,Top Peptide Probability,Combined Total Peptides,Combined Spectral Count,Combined Unique Spectral Count,Combined Total Spectral Count,Case13 Spectral Count,Case3 Spectral Count,Case9 Spectral Count,Case12 Spectral Count,Case6 Spectral Count,Case8 Spectral Count,Case11 Spectral Count,Case16 Spectral Count,Case19 Spectral Count,Case15 Spectral Count,Case18 Spectral Count,Case7 Spectral Count,Case20 Spectral Count,Case10 Spectral Count,Case14 Spectral Count,Case4 Spectral Count,Case1 Spectral Count,Case17 Spectral Count,Case5 Spectral Count,Case2 Spectral Count,Control15 Spectral Count,Control1 Spectral Count,Control18 Spectral Count,Control3 Spectral Count,Control10 Spectral Count,Control11 Spectral Count,Control13 Spectral Count,Control17 Spectral Count,Control5 Spectral Count,Control16 Spectral Count,Control14 Spectral Count,Control6 Spectral Count,Control9 Spectral Count,Control20 Spectral Count,Control2 Spectral Count,Control7 Spectral Count,Control8 Spectral Count,Control19 Spectral Count,Control4 Spectral Count,Control12 Spectral Count,Case13 Unique Spectral Count,Case3 Unique Spectral Count,Case9 Unique Spectral Count,Case12 Unique Spectral Count,Case6 Unique Spectral Count,Case8 Unique Spectral Count,Case11 Unique Spectral Count,Case16 Unique Spectral Count,Case19 Unique Spectral Count,Case15 Unique Spectral Count,Case18 Unique Spectral Count,Case7 Unique Spectral Count,Case20 Unique Spectral Count,Case10 Unique Spectral Count,Case14 Unique Spectral Count,Case4 Unique Spectral Count,Case1 Unique Spectral Count,Case17 Unique Spectral Count,Case5 Unique Spectral Count,Case2 Unique Spectral Count,Control15 Unique Spectral Count,Control1 Unique Spectral Count,Control18 Unique Spectral Count,Control3 Unique Spectral Count,Control10 Unique Spectral Count,Control11 Unique Spectral Count,Control13 Unique Spectral Count,Control17 Unique Spectral Count,Control5 Unique Spectral Count,Control16 Unique Spectral Count,Control14 Unique Spectral Count,Control6 Unique Spectral Count,Control9 Unique Spectral Count,Control20 Unique Spectral Count,Control2 Unique Spectral Count,Control7 Unique Spectral Count,Control8 Unique Spectral Count,Control19 Unique Spectral Count,Control4 Unique Spectral Count,Control12 Unique Spectral Count,Case13 Total Spectral Count,Case3 Total Spectral Count,Case9 Total Spectral Count,Case12 Total Spectral Count,Case6 Total Spectral Count,Case8 Total Spectral Count,Case11 Total Spectral Count,Case16 Total Spectral Count,Case19 Total Spectral Count,Case15 Total Spectral Count,Case18 Total Spectral Count,Case7 Total Spectral Count,Case20 Total Spectral Count,Case10 Total Spectral Count,Case14 Total Spectral Count,Case4 Total Spectral Count,Case1 Total Spectral Count,Case17 Total Spectral Count,Case5 Total Spectral Count,Case2 Total Spectral Count,Control15 Total Spectral Count,Control1 Total Spectral Count,Control18 Total Spectral Count,Control3 Total Spectral Count,Control10 Total Spectral Count,Control11 Total Spectral Count,Control13 Total Spectral Count,Control17 Total Spectral Count,Control5 Total Spectral Count,Control16 Total Spectral Count,Control14 Total Spectral Count,Control6 Total Spectral Count,Control9 Total Spectral Count,Control20 Total Spectral Count,Control2 Total Spectral Count,Control7 Total Spectral Count,Control8 Total Spectral Count,Control19 Total Spectral Count,Control4 Total Spectral Count,Control12 Total Spectral Count,Case13 Intensity,Case3 Intensity,Case9 Intensity,Case12 Intensity,Case6 Intensity,Case8 Intensity,Case11 Intensity,Case16 Intensity,Case19 Intensity,Case15 Intensity,Case18 Intensity,Case7 Intensity,Case20 Intensity,Case10 Intensity,Case14 Intensity,Case4 Intensity,Case1 Intensity,Case17 Intensity,Case5 Intensity,Case2 Intensity,Control15 Intensity,Control1 Intensity,Control18 Intensity,Control3 Intensity,Control10 Intensity,Control11 Intensity,Control13 Intensity,Control17 Intensity,Control5 Intensity,Control16 Intensity,Control14 Intensity,Control6 Intensity,Control9 Intensity,Control20 Intensity,Control2 Intensity,Control7 Intensity,Control8 Intensity,Control19 Intensity,Control4 Intensity,Control12 Intensity,Case13 MaxLFQ Intensity,Case3 MaxLFQ Intensity,Case9 MaxLFQ Intensity,Case12 MaxLFQ Intensity,Case6 MaxLFQ Intensity,Case8 MaxLFQ Intensity,Case11 MaxLFQ Intensity,Case16 MaxLFQ Intensity,Case19 MaxLFQ Intensity,Case15 MaxLFQ Intensity,Case18 MaxLFQ Intensity,Case7 MaxLFQ Intensity,Case20 MaxLFQ Intensity,Case10 MaxLFQ Intensity,Case14 MaxLFQ Intensity,Case4 MaxLFQ Intensity,Case1 MaxLFQ Intensity,Case17 MaxLFQ Intensity,Case5 MaxLFQ Intensity,Case2 MaxLFQ Intensity,Control15 MaxLFQ Intensity,Control1 MaxLFQ Intensity,Control18 MaxLFQ Intensity,Control3 MaxLFQ Intensity,Control10 MaxLFQ Intensity,Control11 MaxLFQ Intensity,Control13 MaxLFQ Intensity,Control17 MaxLFQ Intensity,Control5 MaxLFQ Intensity,Control16 MaxLFQ Intensity,Control14 MaxLFQ Intensity,Control6 MaxLFQ Intensity,Control9 MaxLFQ Intensity,Control20 MaxLFQ Intensity,Control2 MaxLFQ Intensity,Control7 MaxLFQ Intensity,Control8 MaxLFQ Intensity,Control19 MaxLFQ Intensity,Control4 MaxLFQ Intensity,Control12 MaxLFQ Intensity
sp|P36896|ACV1B_HUMAN,P36896,ACV1B_HUMAN,ACVR1B,505,Homo sapiens,1:Experimental evidence at protein level,Activin receptor type-1B,1,0.999,4,643,643,643,2,11,19,19,7,23,17,23,13,27,19,13,16,16,5,14,7,16,22,13,25,18,10,17,22,12,11,9,27,21,19,20,21,13,17,14,16,19,18,12,2,11,19,19,7,23,17,23,13,27,19,13,16,16,5,14,7,16,22,13,25,18,10,17,22,12,11,9,27,21,19,20,21,13,17,14,16,19,18,12,2,11,19,19,7,23,17,23,13,27,19,13,16,16,5,14,7,16,22,13,25,18,10,17,22,12,11,9,27,21,19,20,21,13,17,14,16,19,18,12,203335.38,1169613.8,763090,1756956.1,286609.62,2502050,962967.5,1772571.1,1807846.2,2489845.5,2039399.6,407171.9,644774.75,1304916.2,159258.64,1635543,451745.1,1349930.1,2255068.8,656769.94,1815586.6,1129078.8,350795.2,2376243.2,2297253.8,1450137.2,1292685.4,765222.9,1518300.9,1736590.9,2295566.5,2697575.2,1340808.4,1685646.5,1496941.8,642314.56,953277.2,1192298.2,1413351,1085228.4,358665.12,505840.7,407862.88,906774.8,235849.19,1069804,510366.75,752558.9,932435.3,991543.1,880569.06,339601.2,339388.34,584233,130674.07,669078.7,310621.88,611469.7,1107838.1,345466.94,647191.9,562727.7,257019.97,1137079.5,937112.56,532904.7,578199.94,501035.3,568176.7,682004.4,799728.7,1270185.5,597562.7,685292.6,422656.1,322998.5,390489.22,554124.1,643028.6,622880.44
sp|P36897|TGFR1_HUMAN,P36897,TGFR1_HUMAN,TGFBR1,503,Homo sapiens,1:Experimental evidence at protein level,TGF-beta receptor type-1,1,0.999,3,183,183,183,0,3,1,4,0,8,5,9,5,10,7,3,2,3,0,3,0,7,7,1,4,5,2,6,11,4,3,3,6,8,7,6,3,9,6,6,4,2,8,2,0,3,1,4,0,8,5,9,5,10,7,3,2,3,0,3,0,7,7,1,4,5,2,6,11,4,3,3,6,8,7,6,3,9,6,6,4,2,8,2,0,3,1,4,0,8,5,9,5,10,7,3,2,3,0,3,0,7,7,1,4,5,2,6,11,4,3,3,6,8,7,6,3,9,6,6,4,2,8,2,0,166453.42,62803.285,658067.25,0,280886.12,200875.27,217243.97,419967.56,425483.03,272928.06,84356.734,244174.17,175565.9,0,303366.16,0,164577.75,413241.16,0,263367.2,209431.22,56290.64,437835.8,237233.97,336037.53,331849.34,158786.39,104390.9,212503.66,240329.34,245571.53,342344.75,347701.47,292628.8,161638.61,131429.67,410833.12,360253.3,176243.55,0,128017.05,179647.89,368829.34,0,170684.11,154608.25,169926.03,262965.16,242883.52,161266.27,82232.7,173167.39,110480.64,0,216216.95,0,123293.984,231931.38,0,173071.89,160076.97,54873.293,223102.27,147676.2,189827.05,200676.89,154788.28,78468.61,153977.16,145494.36,188844.44,191440.44,204690.92,200941.1,103032.84,102788.93,231039.14,241530.25,117353.03
sp|P36941|TNR3_HUMAN,P36941,TNR3_HUMAN,LTBR,435,Homo sapiens,1:Experimental evidence at protein level,Tumor necrosis factor receptor superfamily member 3,1,0.999,5,15,15,15,0,0,1,0,1,0,0,0,0,2,0,0,0,0,0,0,0,1,2,0,0,0,0,2,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2,0,0,0,0,0,0,0,1,2,0,0,0,0,2,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2,0,0,0,0,0,0,0,1,2,0,0,0,0,2,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,32824.457,0,51226.727,18564.959,0,0,0,50358.68,0,0,0,0,0,0,0,0,123164.59,0,0,0,0,53245.684,119588.49,0,0,0,0,0,0,145476.58,49599.273,80136.31,0,0,0,0,0,0,0,0,34313.75,0,53550.957,19407.277,0,0,0,52643.527,0,0,0,0,0,0,0,0,63522.516,0,0,0,0,55661.516,91957.125,0,0,0,0,0,0,64453.41,51849.664,83772.21,0,0,0,0,0,0
sp|P36952|SPB5_HUMAN,P36952,SPB5_HUMAN,SERPINB5,375,Homo sapiens,1:Experimental evidence at protein level,Serpin B5,1,0.999,15,52,52,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,10,0,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,10,0,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,10,0,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,333856.34,0,0,485019.2,0,84203.31,0,0,0,0,0,0,0,0,0,0,0,17715.092,0,0,0,0,0,0,1828577.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103354.28,0,0,111320.23,0,56814.902,0,0,0,0,0,0,0,0,0,0,0,30724.148,0,0,0,0,0,0,203023.48
sp|P36955|PEDF_HUMAN,P36955,PEDF_HUMAN,SERPINF1,418,Homo sapiens,1:Experimental evidence at protein level,Pigment epithelium-derived factor,1,0.999,22,1039,1039,1039,9,31,20,22,38,40,27,30,25,27,7,38,19,22,21,70,63,8,46,55,49,9,25,17,15,14,17,8,34,20,28,5,40,18,17,10,35,13,29,18,9,31,20,22,38,40,27,30,25,27,7,38,19,22,21,70,63,8,46,55,49,9,25,17,15,14,17,8,34,20,28,5,40,18,17,10,35,13,29,18,9,31,20,22,38,40,27,30,25,27,7,38,19,22,21,70,63,8,46,55,49,9,25,17,15,14,17,8,34,20,28,5,40,18,17,10,35,13,29,18,648248.6,2902557.2,1404113.1,2921071.2,3382674,2589099,1836846.4,2121080.8,1564509.5,1102482.6,219308.8,3485633.5,1144558.2,1747589.2,1663380.9,1.29E+07,1.24E+07,283192.28,2824852.8,6502476,4448525.5,744952.4,1566338.4,846357.6,670942.3,865865.06,1377366.9,713713.25,1761977.1,1297717.9,1384440.6,287634.44,1823818.1,1797283.4,878360.3,599263.25,2431008.2,937201.44,1655068.1,1568589.8,178957.56,325378.16,213436.11,345339.28,423403.47,299319.66,244921.8,257607.72,176829.03,163824.9,81680.14,479683.56,210474.34,212329.25,275164.78,1284377.5,1451314.1,85980.33,414730.75,727843,456380.88,130037.67,228381.33,133401.08,111795.81,126545.48,175268.08,162295.86,200772.36,173830.4,173089,95133.445,215639.06,208620.8,136121.03,196291.62,350487.66,147869.86,206848.05,239985
sp|P36957|ODO2_HUMAN,P36957,ODO2_HUMAN,DLST,453,Homo sapiens,1:Experimental evidence at protein level,"Dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex, mitochondrial",1,0.999,6,36,36,36,0,1,0,0,1,2,1,0,0,4,2,0,1,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,1,2,0,2,0,2,1,1,0,5,1,5,0,1,0,0,1,2,1,0,0,4,2,0,1,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,1,2,0,2,0,2,1,1,0,5,1,5,0,1,0,0,1,2,1,0,0,4,2,0,1,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,1,2,0,2,0,2,1,1,0,5,1,5,0,83437.98,0,31164.213,54590.207,120395.64,58670.676,0,158781,122975.53,118108.99,0,55076.613,48114.164,0,0,0,0,0,0,67966.87,17486.064,0,211095.44,64332.65,0,62485.09,0,49706.664,147560.67,0,105164.8,0,173256.36,69335.76,132631.98,0,219392.94,51390.176,192313.44,0,78497.57,0,29318.963,0,67568.44,55196.754,0,88422.445,57798.45,66864.77,0,51815.496,25979.014,0,0,0,0,0,0,63942.508,24154.785,0,118149.984,35924.355,0,45125.695,0,68663.47,81547.67,0,59449.7,0,96428.42,95778.57,0,0,140868.9,70989.02,88977.234
sp|P36969|GPX4_HUMAN,P36969,GPX4_HUMAN,GPX4,197,Homo sapiens,1:Experimental evidence at protein level,Phospholipid hydroperoxide glutathione peroxidase GPX4,1,0.999,4,39,39,39,0,0,1,4,0,0,1,0,2,3,0,0,2,1,0,0,0,0,2,2,4,0,0,1,0,3,2,0,0,0,3,0,2,0,1,0,0,0,1,4,0,0,1,4,0,0,1,0,2,3,0,0,2,1,0,0,0,0,2,2,4,0,0,1,0,3,2,0,0,0,3,0,2,0,1,0,0,0,1,4,0,0,1,4,0,0,1,0,2,3,0,0,2,1,0,0,0,0,2,2,4,0,0,1,0,3,2,0,0,0,3,0,2,0,1,0,0,0,1,4,0,0,48042.805,169733.53,0,0,0,0,64311.895,101719.625,0,0,54697.977,106701.266,0,0,0,0,45634.59,85979.625,90494.29,0,0,45432.734,47269.23,80135.29,97629.81,0,0,0,137429.81,0,138118.38,116507.69,32902.023,0,0,32260.115,37406.35,235282.56,0,0,59263.773,60351.39,0,0,0,0,65179.176,56547.03,0,0,67473.336,57265.812,0,0,0,0,46249.996,44759.203,50325.07,0,0,46045.42,26030.002,59224.094,53311.645,0,0,0,61404.906,0,76829.875,63592.562,40586.684,0,0,32695.162,46143.05,106021.695
sp|P36980|FHR2_HUMAN,P36980,FHR2_HUMAN,CFHR2,270,Homo sapiens,1:Experimental evidence at protein level,Complement factor H-related protein 2,1,0.999,11,488,188,506,8,15,18,8,10,11,4,14,8,12,22,22,6,7,14,29,12,9,21,21,15,4,2,22,9,10,5,5,9,10,9,7,11,13,16,10,4,14,29,13,4,6,6,4,6,5,1,3,3,6,7,8,3,3,10,10,6,1,7,11,6,4,0,9,5,4,1,2,5,4,5,2,3,1,3,2,3,4,8,7,8,15,18,8,10,11,4,14,8,12,23,22,6,7,14,29,15,9,22,29,16,4,2,23,9,10,5,5,10,10,9,7,11,13,16,10,4,14,30,14,591651.06,806645.1,687225.44,709517.25,714001.5,446420.88,224380.02,506001.06,847815.25,561214.75,828617.4,1390244.2,467072.2,430086.62,1088221.4,2999772.2,1018358.44,483919.16,1131954,3013685,840181.5,315026.8,137806.62,746633.44,311085.22,439758.8,500246.72,490725,336429,574432.4,373733.97,483215.22,879229.25,765059.1,573776.1,420987.25,364671.97,913391.56,1176517.5,661824.9,309765.28,206336.75,192806.75,206988.06,218084.11,132516.44,96562.74,135982.25,200522.3,163924.4,163627.75,355137.28,177640.53,146464.28,383763.66,763817.25,277518.94,178028.2,240661.36,594932.25,251735.7,148748.95,90550.875,190578.52,108321.9,141623.06,139426.58,184357.16,97294.13,142253.67,126328.17,141749.66,187861.27,189668.22,155871.06,139194.72,172793.7,251369,279261.66,183971.38
sp|P37173|TGFR2_HUMAN,P37173,TGFR2_HUMAN,TGFBR2,567,Homo sapiens,1:Experimental evidence at protein level,TGF-beta receptor type-2,1,0.999,4,118,118,118,1,6,7,1,2,1,2,7,8,3,5,1,0,0,3,11,1,0,6,7,2,0,0,14,3,1,4,0,1,2,0,0,6,6,4,0,1,1,1,0,1,6,7,1,2,1,2,7,8,3,5,1,0,0,3,11,1,0,6,7,2,0,0,14,3,1,4,0,1,2,0,0,6,6,4,0,1,1,1,0,1,6,7,1,2,1,2,7,8,3,5,1,0,0,3,11,1,0,6,7,2,0,0,14,3,1,4,0,1,2,0,0,6,6,4,0,1,1,1,0,33020.074,235100.47,160006.94,105033.21,160954.25,65252.645,71368.14,214924.78,123663.484,94748.64,60993.52,83082.58,0,41997.82,55275.44,512228.72,89872.14,0,274976.56,203948.55,92354.11,0,0,521751.5,52989.55,45192.23,113844.25,0,66478.1,101275.06,0,0,145846.28,131121.89,121326.39,0,56357.223,107143.28,59343.344,0,35210.223,141545.98,94400.46,111999.836,96837.766,69580.71,76101.836,129011.39,68733.16,50169.715,77947.96,88593.266,0,44783.445,58941.742,211499.95,95833.164,0,98079.26,122876.78,55593.06,0,0,276935.06,67719.125,48189.734,67496.055,0,70887.45,54437.023,0,0,85090.04,78289.15,69904.34,0,60095.277,114249.87,63279.46,0
sp|P37235|HPCL1_HUMAN,P37235,HPCL1_HUMAN,HPCAL1,193,Homo sapiens,1:Experimental evidence at protein level,Hippocalcin-like protein 1,0.9917,0.9986,2,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,24133.314,0,0,20286.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18299.17,0,33827.633,58567.367,54712.34,0,0,0,0,0,0,0,0,0,0,24133.314,0,0,20286.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18299.17,0,0,58567.367,54712.34,0,0,0,0,0
sp|P37802|TAGL2_HUMAN,P37802,TAGL2_HUMAN,TAGLN2,199,Homo sapiens,1:Experimental evidence at protein level,Transgelin-2,1,0.999,15,260,235,260,4,2,1,4,1,3,0,1,7,10,7,0,7,3,4,14,0,9,12,24,8,1,2,3,7,1,2,0,2,0,6,9,7,3,2,0,2,3,8,81,4,1,1,3,1,3,0,1,7,9,6,0,4,2,4,13,0,9,11,24,7,1,2,2,7,1,2,0,2,0,6,9,6,3,2,0,2,3,6,71,4,2,1,4,1,3,0,1,7,10,7,0,7,3,4,14,0,9,12,24,8,1,2,3,7,1,2,0,2,0,6,9,7,3,2,0,2,3,8,81,227697.16,38396.785,54601.31,377466.44,72183.17,275438.8,40532.504,47063.297,453446.53,383176.47,98715.945,0,116916.88,195326.42,392743.47,1073712.2,0,177887.81,564392.3,2316703,259446.44,66934.945,105890.92,157109.95,192177.4,95656.3,139869.8,0,0,122783.69,222704.94,377236.78,277226.25,270875.5,80566.625,0,126019.87,114283.31,333981.72,9398459,96239.09,51365.73,59551.742,83646.984,119603.69,55473.18,44207.39,51330.297,78270.24,65317.65,50181.883,0,70236.93,60060.19,142179.44,126302.266,0,52441.773,89729.7,343891.22,65129.664,37952.785,59765.76,63720.527,55692.793,44123.09,42559.863,0,0,46979.875,60878.855,79098.19,68116.62,64843.492,37922.008,0,85669.35,67881.13,69578.53,1077117.6
sp|P37837|TALDO_HUMAN,P37837,TALDO_HUMAN,TALDO1,337,Homo sapiens,1:Experimental evidence at protein level,Transaldolase,1,0.999,21,292,292,292,4,0,5,13,18,2,0,0,0,3,0,0,0,0,43,8,0,0,12,82,5,0,0,1,0,0,0,0,0,0,19,4,5,2,0,0,0,0,5,61,4,0,5,13,18,2,0,0,0,3,0,0,0,0,43,8,0,0,12,82,5,0,0,1,0,0,0,0,0,0,19,4,5,2,0,0,0,0,5,61,4,0,5,13,18,2,0,0,0,3,0,0,0,0,43,8,0,0,12,82,5,0,0,1,0,0,0,0,0,0,19,4,5,2,0,0,0,0,5,61,555100.44,0,132714.98,782889.56,1808125.5,43569.25,0,41948.758,159171.84,87552.42,0,0,0,0,6875925.5,777448.44,0,0,555273.4,2.38E+07,78713.53,0,0,32227.045,45754.797,37292.473,41805.906,0,70734.74,58348.297,673568.5,252401.03,122422.83,190211.48,0,0,0,0,184898.88,5156703,300514,0,95152.13,160906.11,304894.9,72007.83,0,169180.98,70041.164,49211.81,0,0,0,0,1180009,159779.92,0,0,79047.766,2799787.5,37355.68,0,0,53262.324,46293.113,26390.43,24563.316,0,46917.297,59034.777,114431.4,101147.22,60842.617,92170.805,0,0,0,0,74170.54,763886.94
sp|P38117|ETFB_HUMAN,P38117,ETFB_HUMAN,ETFB,255,Homo sapiens,1:Experimental evidence at protein level,Electron transfer flavoprotein subunit beta,1,0.999,5,35,35,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,228613.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78356.266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sp|P38159|RBMX_HUMAN,P38159,RBMX_HUMAN,RBMX,391,Homo sapiens,1:Experimental evidence at protein level,"RNA-binding motif protein, X chromosome",1,0.999,3,4,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69172.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,407516.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69172.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,299937.38
sp|P38571|LICH_HUMAN,P38571,LICH_HUMAN,LIPA,399,Homo sapiens,1:Experimental evidence at protein level,Lysosomal acid lipase/cholesteryl ester hydrolase,0.8381,0.999,1,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,15284.144,0,0,55241.043,0,0,0,0,0,0,0,0,31604.65,0,0,0,0,0,0,21944.781,39023.49,0,0,0,39022.152,0,40761.02,0,24130.729,0,0,0,0,36718.23,40090.383,0,0,0,0,0,15284.144,0,0,55241.043,0,0,0,0,0,0,0,0,31604.65,0,0,0,0,0,0,21944.781,39023.49,0,0,0,39022.152,0,40761.02,0,24130.729,0,0,0,0,36718.23,40090.383
sp|P38606|VATA_HUMAN,P38606,VATA_HUMAN,ATP6V1A,617,Homo sapiens,1:Experimental evidence at protein level,V-type proton ATPase catalytic subunit A,1,0.999,29,356,356,356,6,0,18,7,0,7,3,9,3,25,7,2,15,14,8,2,6,8,8,2,32,0,2,24,8,6,7,0,5,6,9,8,22,15,8,3,3,3,10,35,6,0,18,7,0,7,3,9,3,25,7,2,15,14,8,2,6,8,8,2,32,0,2,24,8,6,7,0,5,6,9,8,22,15,8,3,3,3,10,35,6,0,18,7,0,7,3,9,3,25,7,2,15,14,8,2,6,8,8,2,32,0,2,24,8,6,7,0,5,6,9,8,22,15,8,3,3,3,10,35,411215.22,0,878648.9,781132.3,0,227271.19,138586.77,280961.28,717369.06,863785.25,156348.02,78908.086,965238.44,781919.56,625210.5,116746.41,152684.44,206581.17,348371.84,100933.94,1258805,29961.744,149613.27,813259.6,466909.75,468834.44,487845.72,0,225786.19,191272.4,368480.1,250883.56,844488.9,686186.06,248127.28,164655.45,220691.19,127922.766,257804.97,1833471.5,169248.05,0,193163,194351.02,0,84715.62,80535.555,93440.71,125329.05,182548.1,90301.76,90262.99,264624.75,168414.23,239767.8,107608.85,86002.6,89766.695,116113.96,79045.53,199446.38,53483.887,102128.586,139730.4,96048.086,118466.73,113106.09,0,75634,64840.88,116886.22,94935.07,178115.66,151631.88,95343.33,94291.734,100341.34,89561.54,78261.31,299058.75
sp|P38646|GRP75_HUMAN,P38646,GRP75_HUMAN,HSPA9,679,Homo sapiens,1:Experimental evidence at protein level,"Stress-70 protein, mitochondrial",1,0.999,12,51,51,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,3,0,33,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,3,0,33,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,10,2,0,1,0,2,1,2,2,1,0,0,0,1,1,2,2,1,1,1,1,3,0,33,1,1,1,1,0,0,1,1,0,0,0,1,3,0,1,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146214.89,0,0,0,0,125699.875,0,1151875.8,0,0,0,0,0,0,0,0,0,0,0,0,368812.72,0,0,0,353006.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42206.246,0,346400.34,0,0,0,0,0,0,0,0,0,0,0,0,1231033.1,0,0,0,149543.3
sp|P38919|IF4A3_HUMAN,P38919,IF4A3_HUMAN,EIF4A3,411,Homo sapiens,1:Experimental evidence at protein level,Eukaryotic initiation factor 4A-III,1,0.999,6,6,6,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,44759.633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72132.47,17421.395,34668.734,0,0,0,0,0,0,0,0,0,45286.375,0,0,0,0,0,0,44759.633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72132.47,17421.395,34668.734,0,0,0,0,0,0,0,0,0,0
